name,argument,role,value_types
quad,b,Integration limits (as separate arguments),scalars
quad,fun,Integrand,function handle
quad,tol,Absolute error tolerance,"[] or 1e-6, scalar"
quad,trace,Toggle for diagnostic information,nonzero scalar
quad2d,"a,b",x limits of integration,scalars
quad2d,"c,d",y limits of integration,"scalars, function handles"
quad2d,fun,Function to integrate,function handle
quadgk,a,Integration limits (as separate arguments),scalars
quadgk,b,Integration limits (as separate arguments),scalars
quadgk,fun,Integrand,function handle
quadl,a,,
quadl,b,,
quadl,funfcn,,
quadl,tol,,
quadl,trace,,
quadl,varargin,,
quadv,a,,
quadv,b,,
quadv,funfcn,,
quadv,tol,,
quadv,trace,,
quadv,varargin,,
questdlg,btn1,First customized button label,"character vector, string scalar"
questdlg,btn2,Second customized button label,"character vector, string scalar"
questdlg,btn3,Third customized button label,"character vector, string scalar"
questdlg,defbtn,Default button selection,"character vector, string scalar"
questdlg,dlgtitle,Dialog box title,"' ', character vector, string scalar"
questdlg,opts,Dialog box settings,structure
questdlg,quest,Dialog box question,"character vector, cell array of character vectors, string array"
quit,code,Exit code,"0, signed integer"
quiver,LineSpec,"Line style, marker, and color","character vector, string"
quiver,U,x-components,"scalar, vector, matrix"
quiver,V,y-components,"scalar, vector, matrix"
quiver,X,x-coordinates of bases of arrows,"scalar, vector, matrix"
quiver,Y,y-coordinates of bases of arrows,"scalar, vector, matrix"
quiver,ax,Target axes,Axes object
quiver,scale,Arrow scaling factor,"positive number, 'off'"
quiver3,LineSpec,"Line style, marker, and color","character vector, string"
quiver3,U,x-components,"scalar, vector, matrix"
quiver3,V,y-components,"scalar, vector, matrix"
quiver3,W,z-components,"scalar, vector, matrix"
quiver3,X,x-coordinates of bases of arrows,"scalar, vector, matrix"
quiver3,Y,y-coordinates of bases of arrows,"scalar, vector, matrix"
quiver3,Z,z-coordinates of bases of arrows,"scalar, vector, matrix"
quiver3,ax,Target axes,Axes object
quiver3,scale,Arrow scaling factor,"positive number, 'off'"
qz,A,required,"numeric, square"
qz,B,required,"numeric, square"
qz,complexity,ordered,"char, choices={'real','complex'}"
rad2deg,R,Angle in radians,"scalar, vector, matrix, multidimensional array"
rand,n,Size of square matrix,integer value
rand,p,Prototype of array to create,numeric array
rand,s,Random number stream,RandStream object
rand,sz,Size of each dimension (as a row vector),integer values
rand,"sz1,...,szN",Size of each dimension (as separate arguments),integer values
rand,typename,Data type (class) to create,"'double', 'single'"
randi,imax,Largest integer in sample interval,positive integer
randi,imin,Smallest integer in sample interval,"1, scalar integer"
randi,n,Size of square matrix,integer value
randi,p,Prototype of array to create,numeric array
randi,s,Random number stream,RandStream object
randi,sz,Size of each dimension (as a row vector),integer values
randi,"sz1,...,szN",Size of each dimension (as separate arguments),two or more integer values
randi,typename,Data type (class) to create,"'double', 'single', 'int8', 'uint8'"
randn,n,Size of square matrix,integer value
randn,p,Prototype of array to create,numeric array
randn,s,Random number stream,RandStream object
randn,sz,Size of each dimension (as a row vector),integer values
randn,"sz1,...,szN",Size of each dimension (as separate arguments),integer values
randn,typename,Data type (class) to create,"'double', 'single'"
randperm,k,Number of selected integers,positive integer
randperm,n,Number of integers in sample interval,positive integer
randperm,s,Random number stream,RandStream object
rank,A,Input matrix,matrix
rank,tol,Tolerance,"max(size(A))*eps(norm(A)), scalar"
rat,X,Input array,numeric array
rat,tol,Tolerance,scalar
rats,X,Input array,array
rats,strlen,Length of character vector,"positive integer, 13"
rbbox,anchorPoint,,
rbbox,initialRectangle,,
rbbox,step,,
rcond,A,Input matrix,square numeric matrix
rdivide,A,Operands,"scalars, vectors, matrices, multidimensional arrays"
rdivide,B,Operands,"scalars, vectors, matrices, multidimensional arrays"
readasync,obj,required,serial
readasync,size,ordered,double
readcell,filename,Name of file to read,"character vector, string scalar"
readcell,opts,File import options,"SpreadsheetImportOptions, DelimitedtextImportOptions, FixedWidthImportOptions, XMLImportOptions"
readlines,filename,Name of file to read,"character vector, string scalar"
readmatrix,filename,Name of file to read,"character vector, string scalar"
readmatrix,opts,File import options,"SpreadsheetImportOptions, DelimitedtextImportOptions, FixedWidthImportOptions, XMLImportOptions"
readstruct,filename,Name of file to read,"character vector, string scalar"
readtable,filename,Name of file to read,"character vector, string scalar"
readtable,opts,File import options,"SpreadsheetImportOptions, DelimitedtextImportOptions, FixedWidthImportOptions, XMLImportOptions, WordDocumentImportOptions, HTMLDocumentImportOptions"
readtimetable,filename,Name of file to read,"character vector, string scalar"
readtimetable,opts,File import options,"SpreadsheetImportOptions, DelimitedtextImportOptions, FixedWidthImportOptions, XMLImportOptions"
readvars,filename,Name of file to read,"character vector, string scalar"
readvars,opts,File import options,"SpreadsheetImportOptions, DelimitedtextImportOptions, FixedWidthImportOptions, XMLImportOptions"
real,Z,Input array,"scalar, vector, matrix, multidimensional array"
reallog,x,,
realmax,precision,Floating-point precision type,"'double', 'single'"
realmin,precision,Floating-point precision type,"'double', 'single'"
realpow,x,,
realpow,y,,
realsqrt,X,Input matrix,"scalar, vector, matrix, multidimensional array"
record,obj,required,serial
record,switch,ordered,"choices={'on', 'off'}"
rectangle,ax,Axes object,axes object
rectangle,cur,Amount of horizontal and vertical curvature,"[0 0], two-element vector, scalar"
rectangle,pos,Size and location of rectangle,four-element vector of the form [x y w h]
rectint,A,,
rectint,B,,
recycle,state,State of recycle option,"'on', 'off'"
reducepatch,varargin,,
reducevolume,varargin,,
refresh,h,,
refreshdata,target,Target object,"Figure object, Axes object, PolarAxes object, GeographicAxes object, chart object"
refreshdata,workspace,Workspace,"'base', 'caller'"
regexp,expression,Regular expression,"character vector, cell array of character vectors, string array"
regexp,option,Search option,"'once', 'warnings', 'ignorecase', 'emptymatch', 'dotexceptnewline', 'lineanchors'"
regexp,outkey,Keyword that indicates which outputs to return,"'start', 'end', 'tokenExtents', 'match', 'tokens', 'names', 'split'"
regexp,str,Input text,"character vector, cell array of character vectors, string array"
regexpPattern,expression,Regular expression,"character vector, cell array of character vectors, string array"
regexpi,expression,Regular expression,"character vector, cell array of character vectors, string array"
regexpi,option,Search option,"'once', 'warnings', 'matchcase', 'emptymatch', 'dotexceptnewline', 'lineanchors'"
regexpi,outkey,Keyword that indicates which outputs to return,"'start', 'end', 'tokenExtents', 'match', 'tokens', 'names', 'split'"
regexpi,str,Input text,"character vector, cell array of character vectors, string array"
regexprep,expression,Regular expression,"character vector, cell array of character vectors, string array"
regexprep,option,Search or replacement option,"'once', N, 'warnings', 'ignorecase', 'preservecase', 'emptymatch', 'dotexceptnewline', 'lineanchors'"
regexprep,replace,Replacement text,"character vector, cell array of character vectors, string array"
regexprep,str,Text to update,"character vector, cell array of character vectors, string array"
regexptranslate,op,Translation type,"'escape', 'wildcard', 'flexible'"
regexptranslate,str,Input text,"character vector, cell array of character vectors, string array"
registerevent,c,COM object,function handle
registerevent,eventhandler,Function to call when event occurs,"string, character vector, function handle"
regmatlabserver,varargin,,
rehash,what,ordered,"choices={'path','toolbox','toolboxcache'}"
release,obj,System object to release,System object
rem,a,Dividend,"scalar, vector, matrix, multidimensional array"
rem,b,Divisor,"scalar, vector, matrix, multidimensional array"
removeToolbarExplorationButtons,fig,Target figures,"single Figure object, vector of Figure objects"
rendererinfo,target,Target object,"axes, standalone visualization, array of axes or standalone visualizations"
repelem,A,Input array,"matrix, multidimensional array"
repelem,n,Number of times to repeat each element,"scalar, vector"
repelem,"r1,...,rN",Repetition factors for each dimension (as separate arguments),"scalars, vectors"
repelem,v,Input element,"scalar, vector"
replace,new,New substring,"string array, character vector, cell array of character vectors"
replace,old,Substring to replace,"string array, character vector, cell array of character vectors, pattern array (since R2020b)"
replace,str,Input text,"string array, character vector, cell array of character vectors"
replaceBetween,endPat,Text or pattern that marks end position,"string array, character vector, cell array of character vectors, pattern array (since R2020b)"
replaceBetween,endPos,End position,numeric array
replaceBetween,newText,Replacement text,"string array, character vector, cell array of character vectors"
replaceBetween,startPat,Text or pattern that marks start position,"string array, character vector, cell array of character vectors, pattern array (since R2020b)"
replaceBetween,startPos,Start position,numeric array
replaceBetween,str,Input text,"string array, character vector, cell array of character vectors"
repmat,A,Input array,"scalar, vector, matrix, multidimensional array"
repmat,n,Number of times to repeat input array in row and column dimensions,integer value
repmat,r,Vector of repetition factors for each dimension (as a row vector),integer values
repmat,"r1,...,rN",Repetition factors for each dimension (as separate arguments),integer values
rescale,A,Input array,"scalar, vector, matrix, multidimensional array"
rescale,l,Lower bound,"0, scalar, vector, matrix, multidimensional array"
rescale,u,Upper bound,"1, scalar, vector, matrix, multidimensional array"
reset,h,,numeric
reshape,A,Input array,"vector, matrix, multidimensional array"
reshape,sz,Output size,row vector of integers
reshape,"sz1,...,szN",Size of each dimension,"two or more integers, [] (optional)"
residue,a,Coefficients of denominator polynomial,vector of numbers
residue,b,Coefficients of numerator polynomial,vector of numbers
reverse,str,Input text,"string array, character vector, cell array of character vectors"
rgb2gray,RGB,Truecolor image,m-by-n-by-3 numeric array
rgb2gray,map,Colormap,c-by-3 numeric matrix
rgb2hsv,RGB,RGB image,m-by-n-by-3 numeric array
rgb2hsv,rgbmap,RGB colormap,c-by-3 numeric matrix
rgb2ind,Q,Number of quantized colors,positive integer
rgb2ind,RGB,RGB image,m-by-n-by-3 array
rgb2ind,dithering,Perform dithering,"'dither', 'nodither'"
rgb2ind,inmap,Input colormap,c-by-3 matrix
rgb2ind,tol,Tolerance,"number in the range [0, 1]"
rgbplot,map,Colormap,three-column matrix of RGB triplets
ribbon,ax,ordered,matlab.graphics.axis.Axes
ribbon,width,ordered,"numeric, scalar"
rlim,limits,Minimum and maximum limits,two-element vector
rlim,pax,Polar axes,"polar axes, array of polar axes"
rmappdata,name,Name identifier,"character vector, string scalar"
rmappdata,obj,Graphics object storing the data,"Figure object, Panel object, ButtonGroup object, UIControl object"
rmdir,folderName,Folder name,"character vector, string scalar"
rmfield,field,Field name or names,"character array, cell array of character vectors, string array"
rmfield,s,Input structure,structure array
rmmissing,A,Input data,"vector, matrix, cell array of character vectors, table, timetable"
rmmissing,dim,Dimension to operate along,"1, 2"
rmoutliers,A,Input data,"vector, matrix, table, timetable"
rmoutliers,dim,Operating dimension,"1, 2"
rmoutliers,method,Method for detecting outliers,"'median', 'mean', 'quartiles', 'grubbs', 'gesd'"
rmoutliers,movmethod,Moving method,"'movmedian', 'movmean'"
rmoutliers,threshold,Percentile thresholds,two-element row vector
rmoutliers,window,Window length,"scalar, two-element vector"
rmpath,folderName,Name of folder,"character vector, string scalar"
rmpref,group,Custom preference group name,"character vector, string scalar"
rmpref,pref,Custom preference name,"character vector, cell array of character vectors, string array"
rmprop,T,Input table,"table, timetable"
rmprop,propertyNames,Names of custom properties,"character vector, cell array of character vectors, string array"
rng,generator,Random number algorithm,"'twister', 'simdTwister', 'combRecursive', 'multFibonacci', 'philox', 'threefry'"
rng,seed,Generator initialization,"0, positive integer, 'default', 'shuffle', structure"
roots,p,Polynomial coefficients,vector
rose,varargin,,
rosser,classname,Input class,"'double', 'single'"
rot90,A,Input array,"vector, matrix, multidimensional array"
rot90,k,Rotation constant,integer
rotate,alpha,,
rotate,azel,,
rotate,h,,
rotate,origin,,
rotate3d,varargin,,
round,N,Number of digits,scalar integer
round,X,Input array,"scalar, vector, matrix, multidimensional array"
round,t,Input duration,duration array
round,type,Rounding type,"'decimals', 'significant'"
round,unit,Unit of time,"'seconds', 'minutes', 'hours', 'days', 'years'"
rowfun,A,Input table,"table, timetable"
rowfun,func,Function,function handle
rows2vars,T1,Input table,"table, timetable"
rref,A,Input matrix,matrix
rref,tol,Pivot tolerance,"max(size(A))*eps*norm(A,inf), scalar"
rsf2csf,T,Schur form,matrix
rsf2csf,U,Unitary matrix,matrix
rtickangle,angle,Rotation of tick labels,"0, scalar value in degrees"
rtickangle,pax,Polar axes,"polar axes, array of polar axes"
rtickformat,fmt,Format for numeric tick labels,"'%g', character vector, string"
rtickformat,pax,Polar axes,"polar axes, array of polar axes"
rticklabels,labels,Tick labels,"cell array of character vectors, string array, categorical array"
rticklabels,pax,Polar axes,"polar axes, array of polar axes"
rticks,pax,Polar axes,"polar axes, array of polar axes"
rticks,ticks,Tick values,vector of increasing values
ruler2num,data,Input array,"scalar, vector, matrix"
ruler2num,ruler,Ruler,"DatetimeRuler object, DurationRuler object, NumericRuler object, GeographicRuler object"
run,scriptname,Full or relative script path,"character vector, string scalar"
runperf,tests,Suite of tests,"character vector, cell array of character vectors"
runtests,tests,Array of tests,"character vector, cell array of character vectors"
save,filename,Name of file,"'matlab.mat', character vector, string scalar"
save,fmt,File format,"'-mat', '-ascii', '-ascii','-tabs', '-ascii','-double', '-ascii','-double','-tabs'"
save,variables,Names of variables to save,"character vector, string scalar"
save,version,MAT-file version,"'-v7', '-v7.3', '-v6', '-v4'"
saveas,fig,Figure to save,"figure object, Simulink block diagram"
saveas,filename,File name,"character vector, string"
saveas,formattype,File format,"'fig', 'm', 'mfig', bitmap image file format, vector graphics file format"
savefig,'compact',File format for R2014b or later releases,'compact'
savefig,H,One or more figures,"single figure, array of figures"
savefig,filename,File name,"'Untitled.fig', character vector, string"
saveobj,a,required,
savepath,folderName,Folder name,"string array, character vector"
scatter,'filled',Option to fill interior of markers,'filled'
scatter,ax,Target axes,"Axes object, PolarAxes object, GeographicAxes object"
scatter,c,Marker color,"color name, RGB triplet, matrix of RGB triplets, vector of colormap indices"
scatter,mkr,Marker symbol,"'o', '+', '*', '.', 'x'"
scatter,sz,Marker size,"36, numeric scalar, row or column vector, matrix, []"
scatter,tbl,Source table,"table, timetable"
scatter,x,x-coordinates,"scalar, vector, matrix"
scatter,xvar,Table variables containing x-coordinates,one or more table variable indices
scatter,y,y-coordinates,"scalar, vector, matrix"
scatter,yvar,Table variables containing y-coordinates,one or more table variable indices
scatter3,'filled',Option to fill interior of markers,'filled'
scatter3,C,Marker color,"[0 0.4470 0.7410], RGB triplet, three-column matrix of RGB triplets, vector, 'r', 'g', 'b'"
scatter3,S,Marker area,"36, scalar, vector, []"
scatter3,X,x values,vector
scatter3,Y,y values,vector
scatter3,Z,z values,vector
scatter3,ax,Axes object,axes object
scatter3,markertype,Marker,"'o', '+', '*', '.', 'x'"
scatter3,tbl,Source table,"table, timetable"
scatter3,xvar,Table variables containing x-coordinates,one or more table variable indices
scatter3,yvar,Table variables containing y-coordinates,one or more table variable indices
scatter3,zvar,Table variables containing z-coordinates,one or more table variable indices
scatterhistogram,grpvalues,Group values,"numeric vector, logical vector, categorical array, string array, cell array of character vectors"
scatterhistogram,grpvar,Table variable for grouping data,"character vector, string scalar, numeric scalar, logical vector"
scatterhistogram,parent,Parent container,"Figure object, Panel object, Tab object, TiledChartLayout object, GridLayout object"
scatterhistogram,tbl,Source table,table
scatterhistogram,xvalues,Values appearing along x-axis,"numeric vector, categorical array"
scatterhistogram,xvar,Table variable for x-axis,"character vector, string scalar, numeric scalar, logical vector"
scatterhistogram,yvalues,Values appearing along y-axis,"numeric vector, categorical array"
scatterhistogram,yvar,Table variable for y-axis,"character vector, string scalar, numeric scalar, logical vector"
schur,A,required,"numeric, square"
schur,complexity,ordered,"char, choices={'real','complex'}"
sec,X,Input angle in radians,"scalar, vector, matrix, multidimensional array"
secd,X,Angle in degrees,"scalar value, vector, matrix, N-D array"
sech,X,Input angles in radians,"scalar, vector, matrix, multidimensional array"
semilogx,LineSpec,"Line style, marker, and color","character vector, string"
semilogx,X,Log scale coordinates,"scalar, vector, matrix"
semilogx,Y,Linear scale coordinates,"scalar, vector, matrix"
semilogx,ax,Target axes,Axes object
semilogy,LineSpec,"Line style, marker, and color","character vector, string"
semilogy,X,Linear scale coordinates,"scalar, vector, matrix"
semilogy,Y,Log scale coordinates,"scalar, vector, matrix"
semilogy,ax,Target axes,Axes object
sendmail,attachments,,
sendmail,subject,,
sendmail,theMessage,,
sendmail,to,,
serial,'port',Serial port name,"character vector, string"
serialbreak,obj,required,serial
serialbreak,time,ordered,double
seriallist,ports,ordered,"choices={'all','available'}"
serialportlist,ports,ordered,"choices={'all','available'}"
setappdata,name,Name identifier,"character vector, string scalar"
setappdata,obj,Graphics object in which to store the value,"Figure object, Panel object, ButtonGroup object, UIControl object"
setappdata,val,Value to store,any MATLAB data type
setenv,name,Environment variable name,"string, character vector"
setenv,value,Environment variable value,"string, character vector"
setfield,S,Structure array,structure array
setfield,field,Field name,"character vector, string scalar"
setfield,idx,Indices,cell array of numeric or logical values
setfield,value,Values,array
setpixelposition,c,UI component,UI component object
setpixelposition,isrecursive,Set position relative to figure,"false or 0, true or 1"
setpixelposition,position,New position (in pixels),[left bottom width height]
setpref,group,Custom preference group name,"character vector, string scalar"
setpref,pref,Custom preference name,"character vector, cell array of character vectors, string array"
setpref,value,Custom preference value,any MATLAB data type
setup,obj,System object to set up,System object
sgtitle,target,Subplot grid container,"Figure object, Panel object, Tab object"
sgtitle,txt,Text to display,"character vector, cell array of character vectors, string array, numeric value"
shading,ax,ordered,matlab.graphics.axis.Axes
shading,style,required,"choices={'flat','faceted','interp'}"
sheetnames,filename,Name of file to read,"character vector, string scalar"
shiftdim,A,Input array,"vector, matrix, multidimensional array"
shiftdim,n,Number of positions,integer
showplottool,varargin,,
shrinkfaces,varargin,,
sign,x,Input,"scalar, vector, matrix, multidimensional array"
sin,X,Input angle in radians,"scalar, vector, matrix, multidimensional array"
sind,X,Angle in degrees,"scalar value, vector, matrix, N-D array"
sinh,X,Input angles in radians,"scalar, vector, matrix, multidimensional array"
size,A,Input array,"scalar, vector, matrix, multidimensional array"
size,dim,Queried dimensions,"positive integer scalar, vector of positive integer scalars"
size,"dim1,dim2,…,dimN",List of queried dimensions,positive integer scalars
slice,V,Volume data,3-D array
slice,X,x-axis coordinate data,"vector, 3-D array"
slice,Y,y-axis coordinate data,"vector, 3-D array"
slice,Z,z-axis coordinate data,"vector, 3-D array"
slice,ax,Target axes,"current axes, Axes object"
slice,method,Interpolation method,"'linear', 'cubic', 'nearest'"
slice,xslice,x-axis slice values,"scalar, vector, [], matrix"
slice,yslice,y-axis slice values,"scalar, vector, [], matrix"
slice,zslice,z-axis slice values,"scalar, vector, [], matrix"
smooth3,arg,,
smooth3,data,,
smooth3,filt,,
smooth3,sz,,
smoothdata,A,Input array,"vector, matrix, multidimensional array, table, timetable"
smoothdata,dim,Dimension to operate along,positive integer scalar
smoothdata,method,Smoothing method,"'movmean', 'movmedian', 'gaussian', 'lowess', 'loess', 'rlowess', 'rloess', 'sgolay'"
smoothdata,nanflag,NaN condition,"'omitnan', 'includenan'"
smoothdata,window,Window length,"positive integer scalar, two-element vector of positive integers, positive duration scalar, two-element vector of positive durations"
snapnow,varargin,,
sort,A,Input array,"vector, matrix, multidimensional array"
sort,dim,Dimension to operate along,positive integer scalar
sort,direction,Sorting direction,"'ascend', 'descend'"
sortx,direction,Direction to sort,"'ascend', 'descend', cell array of character vectors, string array"
sortx,h,Heatmap,HeatmapChart object
sortx,lcn,NaN placement,"'auto', 'first', 'last'"
sortx,row,Row to sort,"character vector, cell array of character vectors, string array"
sorty,column,Column to sort,"character vector, cell array of character vectors, string array"
sorty,direction,Direction to sort,"'ascend', 'descend', cell array of character vectors, string array"
sorty,h,Heatmap,HeatmapChart object
sorty,lcn,NaN placement,"'auto', 'first', 'last'"
sound,Fs,Sample rate,"8192, positive number"
sound,nBits,Bit depth of sample values,"8, 16, 24"
sound,y,Audio data,"column vector, m-by-2 matrix"
soundsc,Fs,Sample rate,"8192, positive number"
soundsc,nBits,Bit depth of sample values,"8, 16, 24"
soundsc,y,Audio data,"column vector, m-by-2 matrix"
soundsc,yRange,Range of audio data to scale,"[-max(abs(y)),max(abs(y))], two-element vector"
spalloc,m,Number of matrix rows,nonnegative integer
spalloc,n,Number of matrix columns,nonnegative integer
spalloc,nz,Storage allocation for nonzero elements,nonnegative integer
sparse,A,Input matrix,"full matrix, sparse matrix"
sparse,"i,j",Subscript pairs (as separate arguments),"scalars, vectors, matrices"
sparse,"m,n",Size of each dimension (as separate arguments),integer values
sparse,nz,Storage allocation for nonzero elements,nonnegative integer
sparse,v,Values,"scalar, vector, matrix"
spaugment,A,,
spaugment,c,,
spconvert,D,Input matrix,matrix
spdiags,A,Input matrix,matrix
spdiags,Bin,Diagonal elements,matrix
spdiags,d,Diagonal numbers,"scalar, vector"
spdiags,m,Dimension sizes,nonnegative scalar integers
spdiags,n,Dimension sizes,nonnegative scalar integers
specular,k,,
specular,nx,,
specular,ny,,
specular,nz,,
specular,s,,
specular,v,,
speye,m,Dimension sizes,nonnegative integer scalars
speye,n,Dimension sizes,nonnegative integer scalars
speye,sz,Dimension sizes,two-element row vector
spfun,S,Input matrix,"sparse matrix, full matrix"
spfun,func,Function to apply,function handle
sph2cart,azimuth,Azimuth angle,"scalar, vector, matrix, multidimensional array"
sph2cart,elevation,Elevation angle,"scalar, vector, matrix, multidimensional array"
sph2cart,r,Radius,"scalar, vector, matrix, multidimensional array"
sphere,ax,Target axes,Axes object
sphere,n,Number of faces,positive integer
spinmap,n,Rotation amount,"2, scalar numeric value"
spinmap,t,Rotation duration,"3, scalar numeric value, 'inf'"
spline,x,x-coordinates,vector
spline,xq,Query points,"scalar, vector, matrix, array"
spline,y,Function values at x-coordinates,"vector, matrix, array"
split,delimiter,Delimiting substrings,"string array, character vector, cell array of character vectors, pattern array (since R2020b)"
split,dim,Dimension along which to split strings,positive integer
split,str,Input text,"string array, character vector, cell array of character vectors"
splitapply,G,Group numbers,vector of positive integers
splitapply,T,Data variables,table
splitapply,X,Data variable,"vector, matrix, cell array"
splitapply,func,Function to apply to groups of data,function handle
splitlines,str,Input text,"string array, character vector, cell array of character vectors"
spones,S,required,logical
spparms,arg1,,
spparms,arg2,,
sprand,S,Input matrix,"full matrix, sparse matrix"
sprand,density,Density of nonzero elements,scalar
sprand,m,Number of matrix rows,nonnegative integer
sprand,n,Number of matrix columns,nonnegative integer
sprand,rc,Reciprocal condition number,"scalar, vector"
sprandn,S,Input matrix,"full matrix, sparse matrix"
sprandn,density,Density of nonzero elements,scalar
sprandn,m,Number of matrix rows,nonnegative integer
sprandn,n,Number of matrix columns,nonnegative integer
sprandn,rc,Reciprocal condition number,"scalar, vector"
sprandsym,arg1,,
sprandsym,density,,
sprandsym,kind,,
sprandsym,rcond,,
sprank,A,Input matrix,sparse matrix
spring,m,Number of colors,"256, scalar integer value"
sprintf,"A1,...,An","Numeric, character, or string arrays",arrays
sprintf,formatSpec,Format of output fields,formatting operators
sprintf,literalText,Input text without formatting operators,"character vector, string scalar"
spy,LineSpec,Marker symbol and color,"character vector, string"
spy,MarkerSize,Size of markers,positive integer scalar
spy,S,Input matrix,matrix
sqrt,X,Input array,"scalar, vector, matrix, multidimensional array"
sqrtm,A,Input matrix,square matrix
squeeze,A,Input array,multidimensional array
ss2tf,A,State matrix,matrix
ss2tf,B,Input-to-state matrix,matrix
ss2tf,C,State-to-output matrix,matrix
ss2tf,D,Feedthrough matrix,matrix
ss2tf,ni,Input index,"1, integer scalar"
sscanf,formatSpec,Format of input fields,formatting operators
sscanf,sizeA,Dimensions of output array,"Inf, integer, two-element row vector"
sscanf,str,Input text to scan,"character array, string scalar"
stackedplot,LineSpec,"Line style, marker, and color","character vector, string"
stackedplot,X,x-values,"numeric vector, datetime vector, duration vector, logical vector"
stackedplot,Y,y-values,"numeric array, datetime array, duration array, categorical array, logical array"
stackedplot,parent,Parent container,"Figure object, Panel object, Tab object, TiledChartLayout object, GridLayout object"
stackedplot,tbl,Input table or timetable,"table, timetable"
stackedplot,vars,Variables in input table or timetable,"string array, numeric array, logical array, cell array"
stackedplot,xvar,Table variable that contains x-values,"string scalar, character vector, integer, logical array"
stairs,LineSpec,"Line style, marker, and color","character vector, string"
stairs,X,x values,vector or matrix
stairs,Y,y values,vector or matrix
stairs,ax,Axes object,Axes object
standardizeMissing,A,Input data,"vector, matrix, multidimensional array, table, timetable"
standardizeMissing,datavars,Table variables to operate on,"scalar, vector, cell array, function handle, table vartype subscript"
standardizeMissing,indicator,Nonstandard missing value indicator,"scalar, vector, cell array"
startsWith,pat,Search pattern,"string array, character vector, cell array of character vectors, pattern array (since R2020b)"
startsWith,str,Input text,"string array, character vector, cell array of character vectors"
stats,mfcn,Function with memoization semantics,MemoizedFunction object
std,A,Input array,"vector, matrix, multidimensional array"
std,dim,Dimension to operate along,positive integer scalar
std,nanflag,NaN condition,"'includenan', 'omitnan'"
std,vecdim,Vector of dimensions,vector of positive integers
std,w,Weight,"0, 1, vector"
stem,LineSpec,"Line style, marker, and color","character vector, string"
stem,X,Locations to plot data values in Y,vector or matrix
stem,Y,Data sequence to display,vector or matrix
stem,ax,Axes object,Axes object
stem3,LineSpec,"Line style, marker, and color","character vector, string"
stem3,X,Locations to plot values of Z,vector or matrix
stem3,Y,Locations to plot values of Z,vector or matrix
stem3,Z,Data sequence to display,vector or matrix
stem3,ax,Axes object,Axes object
step,obj,System object to run,System object
stlread,filename,STL file name,"character vector, scalar string"
stlwrite,TR,Triangulation,"triangulation object, 2-D delaunayTriangulation object"
stlwrite,fileformat,File format,"'binary', 'text'"
stlwrite,filename,STL file name,"character vector, scalar string"
stopasync,obj,required,serial
str2double,str,Text that represents numbers,"character vector, cell array of character vectors, string array"
str2func,str,Text to convert to function handle,"function name, character vector representation of anonymous function, string scalar representation of anonymous function"
str2mat,varargin,,
str2num,chr,Representation of numeric matrix,"character array, string scalar"
strcat,"s1,...,sN",Input text,"character arrays, cell array of character vectors, string arrays"
strcmp,"s1,s2",Input text,"character vector, character array, cell array of character vectors, string array"
strcmpi,"s1,s2",Input text,"character vector, character array, cell array of character vectors, string array"
stream2,varargin,,
stream3,varargin,,
streamline,U,x-components,"2-D array, 3-D array"
streamline,V,y-components,"2-D array, 3-D array"
streamline,W,z-components,3-D array
streamline,X,x-coordinates of vector data,"2-D array, 3-D array"
streamline,Y,y-coordinates of vector data,"2-D array, 3-D array"
streamline,Z,z-coordinates of vector data,3-D array
streamline,ax,Target axes,Axes object
streamline,options,streamline drawing options,"[.1, 1000], one-element vector, two-element vector"
streamline,startx,x-axis streamline starting positions,"vector, matrix"
streamline,starty,y-axis streamline starting positions,"vector, matrix"
streamline,startz,z-axis streamline starting positions,"vector, matrix"
streamline,verts,Streamline vertices,cell array
streamparticles,Animate,namevalue,"numeric, scalar, >=0"
streamparticles,FrameRate,namevalue,"numeric, scalar, >=0"
streamparticles,ParticleAlignment,namevalue · default off,"choices={'on','off'}"
streamparticles,n,ordered,"numeric, scalar"
streamparticles,opts,properties,matlab.graphics.primitive.Line
streamparticles,vertices,required,cell
streamribbon,axes_handle,ordered,matlab.graphics.axis.Axes
streamribbon,width,ordered,"numeric, scalar"
streamslice,U,x-components,"2-D array, 3-D array"
streamslice,V,y-components,"2-D array, 3-D array"
streamslice,W,z-components,3-D array
streamslice,X,x-coordinates of vector data,"2-D array, 3-D array"
streamslice,Y,y-coordinates of vector data,"2-D array, 3-D array"
streamslice,Z,z-coordinates of vector data,3-D array
streamslice,arrowsmode,Arrow display mode,"'arrows', 'noarrows'"
streamslice,ax,Target axes,"current axes, Axes object"
streamslice,density,Density of streamlines,"1, scalar"
streamslice,method,Interpolation method,"'linear', 'cubic', 'nearest'"
streamslice,xslice,x-axis slice values,"scalar, vector, []"
streamslice,yslice,y-axis slice values,"scalar, vector, []"
streamslice,zslice,z-axis slice values,"scalar, vector, []"
streamtube,[scale n],ordered,"numeric, vector, numel=2"
streamtube,axes_handle,ordered,matlab.graphics.axis.Axes
strfind,cellOutput,Indicator for forcing output to be returned as cell array,"false, true, 0, 1"
strfind,pat,Search pattern,"string scalar, character vector, pattern scalar (since R2020b)"
strfind,str,Input text,"string array, character vector, cell array of character vectors"
strings,n,Size of square array,nonnegative integer
strings,sz,Size of each dimension (as a row vector),nonnegative integers
