name,kind,folder,graphics,form_index,syntax,name_value
events,keyword,datatypes,no,0,events(ClassName),no
events,keyword,datatypes,no,1,events(obj),no
events,keyword,datatypes,no,2,e = events(___),no
exist,builtin,lang,no,0,exist name,no
exist,builtin,lang,no,1,exist name searchType,no
exist,builtin,lang,no,2,A = exist(___),no
exit,builtin,general,no,0,exit,no
exp,builtin,elfun,no,0,Y = exp(X),no
expint,function,specfun,no,0,Y = expint(X),no
expm,function,matfun,no,0,Y = expm(X),no
expm1,builtin,elfun,no,0,y = expm1(x),no
export2wsdlg,function,uitools,no,0,"export2wsdlg(labels,vars,vals)",no
export2wsdlg,function,uitools,no,1,"export2wsdlg(labels,vars,vals,title)",no
export2wsdlg,function,uitools,no,2,"export2wsdlg(labels,vars,vals,title,defs)",no
export2wsdlg,function,uitools,no,3,"export2wsdlg(labels,vars,vals,title,defs,helpfcn)",no
export2wsdlg,function,uitools,no,4,"export2wsdlg(labels,vars,vals,title,defs,helpfcn,flist)",no
export2wsdlg,function,uitools,no,5,f = export2wsdlg(___),no
export2wsdlg,function,uitools,no,6,"[f,tf] = export2wsdlg(___)",no
exportapp,function,printing,yes,0,"exportapp(fig,filename)",no
exportgraphics,function,printing,yes,0,"exportgraphics(obj,filename)",no
exportgraphics,function,printing,yes,1,"exportgraphics(obj,filename,Name,Value)",yes
exportsetupdlg,function,printing,yes,0,exportsetupdlg(f),no
exportsetupdlg,function,printing,yes,1,exportsetupdlg,no
extract,function,strfun,no,0,"newStr = extract(str,pat)",no
extract,function,strfun,no,1,"newStr = extract(str,pos)",no
extractAfter,function,strfun,no,0,"newStr = extractAfter(str,pat)",no
extractAfter,function,strfun,no,1,"newStr = extractAfter(str,pos)",no
extractBefore,function,strfun,no,0,"newStr = extractBefore(str,pat)",no
extractBefore,function,strfun,no,1,"newStr = extractBefore(str,pos)",no
extractBetween,function,strfun,no,0,"newStr = extractBetween(str,startPat,endPat)",no
extractBetween,function,strfun,no,1,"newStr = extractBetween(str,startPos,endPos)",no
extractBetween,function,strfun,no,2,"newStr = extractBetween(___,'Boundaries',bounds)",no
eye,builtin,elmat,no,0,I = eye,no
eye,builtin,elmat,no,1,I = eye(n),no
eye,builtin,elmat,no,2,"I = eye(n,m)",no
eye,builtin,elmat,no,3,I = eye(sz),no
eye,builtin,elmat,no,4,"I = eye(___,typename)",no
eye,builtin,elmat,no,5,"I = eye(___,'like',p)",no
ezcontour,function,specgraph,yes,0,ezcontour(f),no
ezcontour,function,specgraph,yes,1,"ezcontour(f,xyinterval)",no
ezcontour,function,specgraph,yes,2,"ezcontour(___,n)",no
ezcontour,function,specgraph,yes,3,"ezcontour(ax,___)",no
ezcontour,function,specgraph,yes,4,c = ezcontour(___),no
ezcontourf,function,specgraph,yes,0,ezcontourf(f),no
ezcontourf,function,specgraph,yes,1,"ezcontourf(f,xyinterval)",no
ezcontourf,function,specgraph,yes,2,"ezcontourf(___,n)",no
ezcontourf,function,specgraph,yes,3,"ezcontourf(ax,___)",no
ezcontourf,function,specgraph,yes,4,c = ezcontourf(___),no
ezmesh,function,specgraph,yes,0,ezmesh(f),no
ezmesh,function,specgraph,yes,1,"ezmesh(f,xyinterval)",no
ezmesh,function,specgraph,yes,2,"ezmesh(funx,funy,funz)",no
ezmesh,function,specgraph,yes,3,"ezmesh(funx,funy,funz,uvinterval)",no
ezmesh,function,specgraph,yes,4,"ezmesh(___,n)",no
ezmesh,function,specgraph,yes,5,"ezmesh(___,'circ')",no
ezmesh,function,specgraph,yes,6,"ezmesh(ax,___)",no
ezmesh,function,specgraph,yes,7,s = ezmesh(___),no
ezmeshc,function,specgraph,yes,0,ezmeshc(f),no
ezmeshc,function,specgraph,yes,1,"ezmeshc(f,xyinterval)",no
ezmeshc,function,specgraph,yes,2,"ezmeshc(funx,funy,funz)",no
ezmeshc,function,specgraph,yes,3,"ezmeshc(funx,funy,funz,uvinterval)",no
ezmeshc,function,specgraph,yes,4,"ezmeshc(___,n)",no
ezmeshc,function,specgraph,yes,5,"ezmeshc(___,'circ')",no
ezmeshc,function,specgraph,yes,6,"ezmeshc(ax,___)",no
ezmeshc,function,specgraph,yes,7,sc = ezmeshc(___),no
ezplot,function,specgraph,yes,0,ezplot(f),no
ezplot,function,specgraph,yes,1,"ezplot(f,xinterval)",no
ezplot,function,specgraph,yes,2,ezplot(f2),no
ezplot,function,specgraph,yes,3,"ezplot(f2,xyinterval)",no
ezplot,function,specgraph,yes,4,"ezplot(funx,funy)",no
ezplot,function,specgraph,yes,5,"ezplot(funx,funy,uinterval)",no
ezplot,function,specgraph,yes,6,"ezplot(___,fig)",no
ezplot,function,specgraph,yes,7,"ezplot(ax,___)",no
ezplot,function,specgraph,yes,8,h = ezplot(___),no
ezplot3,function,specgraph,yes,0,"ezplot3(funx,funy,funz)",no
ezplot3,function,specgraph,yes,1,"ezplot3(funx,funy,funz,uinterval)",no
ezplot3,function,specgraph,yes,2,"ezplot3(___,'animate')",no
ezplot3,function,specgraph,yes,3,"ezplot3(ax,___)",no
ezplot3,function,specgraph,yes,4,h = ezplot3(___),no
ezpolar,function,specgraph,yes,0,ezpolar(fun),no
ezpolar,function,specgraph,yes,1,"ezpolar(fun,[a,b])",no
ezpolar,function,specgraph,yes,2,"ezpolar(axes_handle,...)",no
ezpolar,function,specgraph,yes,3,h = ezpolar(...),no
ezsurf,function,specgraph,yes,0,ezsurf(f),no
ezsurf,function,specgraph,yes,1,"ezsurf(f,xyinterval)",no
ezsurf,function,specgraph,yes,2,"ezsurf(funx,funy,funz)",no
ezsurf,function,specgraph,yes,3,"ezsurf(funx,funy,funz,uvinterval)",no
ezsurf,function,specgraph,yes,4,"ezsurf(___,n)",no
ezsurf,function,specgraph,yes,5,"ezsurf(___,'circ')",no
ezsurf,function,specgraph,yes,6,"ezsurf(ax,___)",no
ezsurf,function,specgraph,yes,7,s = ezsurf(___),no
ezsurfc,function,specgraph,yes,0,ezsurfc(f),no
ezsurfc,function,specgraph,yes,1,"ezsurfc(f,xyinterval)",no
ezsurfc,function,specgraph,yes,2,"ezsurfc(funx,funy,funz)",no
ezsurfc,function,specgraph,yes,3,"ezsurfc(funx,funy,funz,uvinterval)",no
ezsurfc,function,specgraph,yes,4,"ezsurfc(___,n)",no
ezsurfc,function,specgraph,yes,5,"ezsurfc(___,'circ')",no
ezsurfc,function,specgraph,yes,6,"ezsurfc(ax,___)",no
ezsurfc,function,specgraph,yes,7,sc = ezsurfc(___),no
factor,function,specfun,no,0,f = factor(n),no
factorial,function,specfun,no,0,f = factorial(n),no
false,builtin,elmat,no,0,false,no
false,builtin,elmat,no,1,F = false(n),no
false,builtin,elmat,no,2,F = false(sz),no
false,builtin,elmat,no,3,"F = false(sz1,...,szN)",no
false,builtin,elmat,no,4,"F = false(___,'like',p)",no
fclose,builtin,iofun,no,0,fclose(fileID),no
fclose,builtin,iofun,no,1,fclose('all'),no
fclose,builtin,iofun,no,2,status = fclose(___),no
fclose (serial),function,,no,0,fclose(obj),no
fcontour,function,function,yes,0,fcontour(f),no
fcontour,function,function,yes,1,"fcontour(f,xyinterval)",no
fcontour,function,function,yes,2,"fcontour(___,LineSpec)",no
fcontour,function,function,yes,3,"fcontour(___,Name,Value)",yes
fcontour,function,function,yes,4,"fcontour(ax,___)",no
fcontour,function,function,yes,5,fc = fcontour(___),no
feather,function,specgraph,yes,0,"feather(U,V)",no
feather,function,specgraph,yes,1,feather(Z),no
feather,function,specgraph,yes,2,"feather(___,LineSpec)",no
feather,function,specgraph,yes,3,"feather(ax,___)",no
feather,function,specgraph,yes,4,f = feather(___),no
feof,builtin,iofun,no,0,status = feof(fileID),no
ferror,builtin,iofun,no,0,message = ferror(fileID),no
ferror,builtin,iofun,no,1,"[message,errnum] = ferror(fileID)",no
ferror,builtin,iofun,no,2,"[message,errnum] = ferror(fileID,'clear')",no
feval,builtin,lang,no,0,"[y1,...,yN] = feval(fun,x1,...,xM)",no
fft,builtin,datafun,no,0,Y = fft(X),no
fft,builtin,datafun,no,1,"Y = fft(X,n)",no
fft,builtin,datafun,no,2,"Y = fft(X,n,dim)",no
fft2,function,datafun,no,0,Y = fft2(X),no
fft2,function,datafun,no,1,"Y = fft2(X,m,n)",no
fftn,builtin,datafun,no,0,Y = fftn(X),no
fftn,builtin,datafun,no,1,"Y = fftn(X,sz)",no
fftshift,function,datafun,no,0,Y = fftshift(X),no
fftshift,function,datafun,no,1,"Y = fftshift(X,dim)",no
fftw,builtin,datafun,no,0,method = fftw('planner'),no
fftw,builtin,datafun,no,1,"previous = fftw('planner',method)",no
fftw,builtin,datafun,no,2,fftinfo = fftw(wisdom),no
fftw,builtin,datafun,no,3,"previous = fftw(wisdom,fftinfo)",no
fgetl,function,iofun,no,0,tline = fgetl(fileID),no
fgetl (serial),function,,no,0,tline = fgetl(obj),no
fgetl (serial),function,,no,1,"[tline,count] = fgetl(obj)",no
fgetl (serial),function,,no,2,"[tline,count,msg] = fgetl(obj)",no
fgets,builtin,iofun,no,0,tline = fgets(fileID),no
fgets,builtin,iofun,no,1,"tline = fgets(fileID,nchar)",no
fgets,builtin,iofun,no,2,"[tline,ltout] = fgets(___)",no
fgets (serial),function,,no,0,tline = fgets(obj),no
fgets (serial),function,,no,1,"[tline,count] = fgets(obj)",no
fgets (serial),function,,no,2,"[tline,count,msg] = fgets(obj)",no
fieldnames,builtin,datatypes,no,0,fields = fieldnames(S),no
fieldnames,builtin,datatypes,no,1,"fields = fieldnames(obj,'-full')",no
figure,builtin,graphics,yes,0,figure,no
figure,builtin,graphics,yes,1,"figure(Name,Value)",yes
figure,builtin,graphics,yes,2,f = figure(___),no
figure,builtin,graphics,yes,3,figure(f),no
figure,builtin,graphics,yes,4,figure(n),no
figurepalette,function,plottools,yes,0,figurepalette('show'),no
figurepalette,function,plottools,yes,1,figurepalette('hide'),no
figurepalette,function,plottools,yes,2,figurepalette('toggle'),no
figurepalette,function,plottools,yes,3,figurepalette,no
figurepalette,function,plottools,yes,4,"figurepalette(figure_handle,...)",no
fileattrib,builtin,general,no,0,fileattrib,no
fileattrib,builtin,general,no,1,fileattrib filename,no
fileattrib,builtin,general,no,2,fileattrib filename attribs,no
fileattrib,builtin,general,no,3,fileattrib filename attribs users,no
fileattrib,builtin,general,no,4,fileattrib filename attribs users s,no
fileattrib,builtin,general,no,5,"[status,values] = fileattrib(filename)",no
fileattrib,builtin,general,no,6,"[status,msg,msgID] = fileattrib(filename,attribs,___)",no
filemarker,builtin,iofun,no,0,m = filemarker,no
fileparts,function,iofun,no,0,"[filepath,name,ext] = fileparts(filename)",no
fileread,function,iofun,no,0,text = fileread(filename),no
filesep,builtin,iofun,no,0,f = filesep,no
fill,builtin,specgraph,yes,0,"fill(X,Y,C)",no
fill,builtin,specgraph,yes,1,"fill(X,Y,ColorSpec)",no
fill,builtin,specgraph,yes,2,"fill(X1,Y1,C1,X2,Y2,C2,...)",no
fill,builtin,specgraph,yes,3,"fill(...,'PropertyName',PropertyValue)",no
fill,builtin,specgraph,yes,4,"fill(ax,...)",no
fill,builtin,specgraph,yes,5,h = fill(...),no
fill3,builtin,graph3d,yes,0,"fill3(X,Y,Z,C)",no
fill3,builtin,graph3d,yes,1,"fill3(X,Y,Z,ColorSpec)",no
fill3,builtin,graph3d,yes,2,"fill3(X1,Y1,Z1,C1,X2,Y2,Z2,C2,...)",no
fill3,builtin,graph3d,yes,3,"fill3(...,'PropertyName',PropertyValue)",no
fill3,builtin,graph3d,yes,4,"fill3(ax,...)",no
fill3,builtin,graph3d,yes,5,h = fill3(...),no
fillmissing,function,datafun,no,0,"F = fillmissing(A,'constant',v)",no
fillmissing,function,datafun,no,1,"F = fillmissing(A,method)",no
fillmissing,function,datafun,no,2,"F = fillmissing(A,movmethod,window)",no
fillmissing,function,datafun,no,3,"F = fillmissing(A,fillfun,gapwindow)",no
fillmissing,function,datafun,no,4,"F = fillmissing(___,dim)",no
fillmissing,function,datafun,no,5,"F = fillmissing(___,Name,Value)",yes
fillmissing,function,datafun,no,6,"[F,TF] = fillmissing(___)",no
filloutliers,function,datafun,no,0,"B = filloutliers(A,fillmethod)",no
filloutliers,function,datafun,no,1,"B = filloutliers(A,fillmethod,findmethod)",no
filloutliers,function,datafun,no,2,"B = filloutliers(A,fillmethod,'percentiles',threshold)",no
filloutliers,function,datafun,no,3,"B = filloutliers(A,fillmethod,movmethod,window)",no
filloutliers,function,datafun,no,4,"B = filloutliers(___,dim)",no
filloutliers,function,datafun,no,5,"B = filloutliers(___,Name,Value)",yes
filloutliers,function,datafun,no,6,"[B,TF,L,U,C] = filloutliers(___)",no
filter,builtin,datafun,no,0,"y = filter(b,a,x)",no
filter,builtin,datafun,no,1,"y = filter(b,a,x,zi)",no
filter,builtin,datafun,no,2,"y = filter(b,a,x,zi,dim)",no
filter,builtin,datafun,no,3,"[y,zf] = filter(___)",no
filter2,function,datafun,no,0,"Y = filter2(H,X)",no
filter2,function,datafun,no,1,"Y = filter2(H,X,shape)",no
fimplicit,function,function,yes,0,fimplicit(f),no
fimplicit,function,function,yes,1,"fimplicit(f,interval)",no
fimplicit,function,function,yes,2,"fimplicit(ax,___)",no
fimplicit,function,function,yes,3,"fimplicit(___,LineSpec)",no
fimplicit,function,function,yes,4,"fimplicit(___,Name,Value)",yes
fimplicit,function,function,yes,5,fp = fimplicit(___),no
fimplicit3,function,function,yes,0,fimplicit3(f),no
fimplicit3,function,function,yes,1,"fimplicit3(f,interval)",no
fimplicit3,function,function,yes,2,"fimplicit3(ax,___)",no
fimplicit3,function,function,yes,3,"fimplicit3(___,LineSpec)",no
fimplicit3,function,function,yes,4,"fimplicit3(___,Name,Value)",yes
fimplicit3,function,function,yes,5,fs = fimplicit3(___),no
find,builtin,elmat,no,0,k = find(X),no
find,builtin,elmat,no,1,"k = find(X,n)",no
find,builtin,elmat,no,2,"k = find(X,n,direction)",no
find,builtin,elmat,no,3,"[row,col] = find(___)",no
find,builtin,elmat,no,4,"[row,col,v] = find(___)",no
findall,function,objectsystem,yes,0,h = findall(objhandles),no
findall,function,objectsystem,yes,1,"h = findall(objhandles,prop1,value1,...,propN,valueN)",no
findfigs,function,uitools,no,0,findfigs,no
findgroups,function,datafun,no,0,G = findgroups(A),no
findgroups,function,datafun,no,1,"G = findgroups(A1,...,AN)",no
findgroups,function,datafun,no,2,"[G,ID] = findgroups(A)",no
findgroups,function,datafun,no,3,"[G,ID1,...,IDN] = findgroups(A1,...,AN)",no
findgroups,function,datafun,no,4,G = findgroups(T),no
findgroups,function,datafun,no,5,"[G,TID] = findgroups(T)",no
findobj,builtin,objectsystem,yes,0,h = findobj,no
findobj,builtin,objectsystem,yes,1,"h = findobj(prop,value)",no
findobj,builtin,objectsystem,yes,2,"h = findobj('-not',prop,value)",no
findobj,builtin,objectsystem,yes,3,"h = findobj(prop1,value1,oper,prop2,value2)",no
findobj,builtin,objectsystem,yes,4,"h = findobj('-regexp',prop,expr)",no
findobj,builtin,objectsystem,yes,5,"h = findobj('-property',prop)",no
findobj,builtin,objectsystem,yes,6,"h = findobj(prop1,value1,...,propN,valueN)",no
findobj,builtin,objectsystem,yes,7,"h = findobj(objhandles,___)",no
findobj,builtin,objectsystem,yes,8,"h = findobj(objhandles,'-depth',d,___)",no
findobj,builtin,objectsystem,yes,9,"h = findobj(objhandles,'flat',___)",no
findstr,builtin,strfun,no,0,"k = findstr(str1,str2)",no
finish,function,,no,0,finish,no
fitsdisp,function,imagesci,no,0,fitsdisp(filename),no
fitsdisp,function,imagesci,no,1,"fitsdisp(filename,Name,Value)",yes
fitsinfo,function,imagesci,no,0,info = fitsinfo(filename),no
fitsread,function,imagesci,no,0,data = fitsread(filename),no
fitsread,function,imagesci,no,1,"data = fitsread(filename,'raw')",no
fitsread,function,imagesci,no,2,"data = fitsread(filename,extname)",no
fitsread,function,imagesci,no,3,"data = fitsread(filename,extname,index)",no
fitsread,function,imagesci,no,4,"data = fitsread(filename,___,Name,Value)",yes
fitswrite,function,imagesci,no,0,"fitswrite(imagedata,filename)",no
fitswrite,function,imagesci,no,1,"fitswrite(imagedata,filename,Name,Value)",yes
fix,builtin,elfun,no,0,Y = fix(X),no
flag,function,color,yes,0,c = flag,no
flag,function,color,yes,1,c = flag(m),no
flintmax,builtin,elmat,no,0,f = flintmax,no
flintmax,builtin,elmat,no,1,f = flintmax(precision),no
flip,function,elmat,no,0,B = flip(A),no
flip,function,elmat,no,1,"B = flip(A,dim)",no
flipdim,function,elmat,no,0,"B = flipdim(A,dim)",no
fliplr,function,elmat,no,0,B = fliplr(A),no
flipud,function,elmat,no,0,B = flipud(A),no
floor,builtin,elfun,no,0,Y = floor(X),no
floor,builtin,elfun,no,1,Y = floor(t),no
floor,builtin,elfun,no,2,"Y = floor(t,unit)",no
flow,function,demos,no,0,v = flow,no
flow,function,demos,no,1,v = flow(n),no
flow,function,demos,no,2,"v = flow(x,y,z)",no
flow,function,demos,no,3,"[x,y,z,v] = flow(...)",no
fmesh,function,function,yes,0,fmesh(f),no
fmesh,function,function,yes,1,"fmesh(f,xyinterval)",no
fmesh,function,function,yes,2,"fmesh(funx,funy,funz)",no
fmesh,function,function,yes,3,"fmesh(funx,funy,funz,uvinterval)",no
fmesh,function,function,yes,4,"fmesh(___,LineSpec)",no
fmesh,function,function,yes,5,"fmesh(___,Name,Value)",yes
fmesh,function,function,yes,6,"fmesh(ax,___)",no
fmesh,function,function,yes,7,fs = fmesh(___),no
fminbnd,function,optimfun,no,0,"x = fminbnd(fun,x1,x2)",no
fminbnd,function,optimfun,no,1,"x = fminbnd(fun,x1,x2,options)",no
fminbnd,function,optimfun,no,2,x = fminbnd(problem),no
fminbnd,function,optimfun,no,3,"[x,fval] = fminbnd(___)",no
fminbnd,function,optimfun,no,4,"[x,fval,exitflag] = fminbnd(___)",no
fminbnd,function,optimfun,no,5,"[x,fval,exitflag,output] = fminbnd(___)",no
fminsearch,function,optimfun,no,0,"x = fminsearch(fun,x0)",no
fminsearch,function,optimfun,no,1,"x = fminsearch(fun,x0,options)",no
fminsearch,function,optimfun,no,2,x = fminsearch(problem),no
fminsearch,function,optimfun,no,3,"[x,fval] = fminsearch(___)",no
fminsearch,function,optimfun,no,4,"[x,fval,exitflag] = fminsearch(___)",no
fminsearch,function,optimfun,no,5,"[x,fval,exitflag,output] = fminsearch(___)",no
fopen,builtin,iofun,no,0,fileID = fopen(filename),no
fopen,builtin,iofun,no,1,"fileID = fopen(filename,permission)",no
fopen,builtin,iofun,no,2,"fileID = fopen(filename,permission,machinefmt,encodingIn)",no
fopen,builtin,iofun,no,3,"[fileID,errmsg] = fopen(___)",no
fopen,builtin,iofun,no,4,fIDs = fopen('all'),no
fopen,builtin,iofun,no,5,filename = fopen(fileID),no
fopen,builtin,iofun,no,6,"[filename,permission,machinefmt,encodingOut] = fopen(fileID)",no
fopen (serial),function,,no,0,fopen(obj),no
for,keyword,lang,no,0,"for index = values, statements, end",no
format,builtin,general,no,0,format(style),no
format,builtin,general,no,1,fmt = format,no
format,builtin,general,no,2,fmt = format(style),no
formattedDisplayText,function,datatypes,no,0,str = formattedDisplayText(X),no
formattedDisplayText,function,datatypes,no,1,"str = formattedDisplayText(X,Name,Value)",yes
fplot,function,function,yes,0,fplot(f),no
fplot,function,function,yes,1,"fplot(f,xinterval)",no
fplot,function,function,yes,2,"fplot(funx,funy)",no
fplot,function,function,yes,3,"fplot(funx,funy,tinterval)",no
fplot,function,function,yes,4,"fplot(___,LineSpec)",no
fplot,function,function,yes,5,"fplot(___,Name,Value)",yes
fplot,function,function,yes,6,"fplot(ax,___)",no
fplot,function,function,yes,7,fp = fplot(___),no
fplot,function,function,yes,8,"[x,y] = fplot(___)",no
fplot3,function,function,yes,0,"fplot3(funx,funy,funz)",no
fplot3,function,function,yes,1,"fplot3(funx,funy,funz,tinterval)",no
fplot3,function,function,yes,2,"fplot3(___,LineSpec)",no
fplot3,function,function,yes,3,"fplot3(___,Name,Value)",yes
fplot3,function,function,yes,4,"fplot3(ax,___)",no
fplot3,function,function,yes,5,fp = fplot3(___),no
fprintf,builtin,iofun,no,0,"fprintf(fileID,formatSpec,A1,...,An)",no
fprintf,builtin,iofun,no,1,"fprintf(formatSpec,A1,...,An)",no
fprintf,builtin,iofun,no,2,nbytes = fprintf(___),no
fprintf (serial),function,,no,0,"fprintf(obj,'cmd')",no
fprintf (serial),function,,no,1,"fprintf(obj,'format','cmd')",no
fprintf (serial),function,,no,2,"fprintf(obj,'cmd','mode')",no
fprintf (serial),function,,no,3,"fprintf(obj,'format','cmd','mode')",no
frame2im,builtin,specgraph,yes,0,RGB = frame2im(F),no
frame2im,builtin,specgraph,yes,1,"[X,map] = frame2im(F)",no
fread,builtin,iofun,no,0,A = fread(fileID),no
fread,builtin,iofun,no,1,"A = fread(fileID,sizeA)",no
fread,builtin,iofun,no,2,"A = fread(fileID,precision)",no
fread,builtin,iofun,no,3,"A = fread(fileID,sizeA,precision)",no
fread,builtin,iofun,no,4,"A = fread(___,skip)",no
