class,property,summary
matlab.ui.control.Spinner,BeingDeleted,Deletion status
matlab.ui.control.Spinner,BusyAction,Callback queuing
matlab.ui.control.Spinner,ContextMenu,Context menu
matlab.ui.control.Spinner,CreateFcn,Creation function
matlab.ui.control.Spinner,DeleteFcn,Deletion function
matlab.ui.control.Spinner,Editable,Editability of spinner
matlab.ui.control.Spinner,Enable,Operational state of spinner
matlab.ui.control.Spinner,FontAngle,Font angle
matlab.ui.control.Spinner,FontColor,Font color
matlab.ui.control.Spinner,FontName,Font name
matlab.ui.control.Spinner,FontSize,Font size
matlab.ui.control.Spinner,FontWeight,Font weight
matlab.ui.control.Spinner,HandleVisibility,Visibility of object handle
matlab.ui.control.Spinner,HorizontalAlignment,Horizontal alignment of numbers within spinner
matlab.ui.control.Spinner,InnerPosition,Inner location and size of spinner
matlab.ui.control.Spinner,Interruptible,Callback interruption
matlab.ui.control.Spinner,Layout,Layout options
matlab.ui.control.Spinner,Limits,Minimum and maximum spinner values
matlab.ui.control.Spinner,LowerLimitInclusive,Lower limit inclusiveness
matlab.ui.control.Spinner,OuterPosition,Outer location and size of spinner
matlab.ui.control.Spinner,Parent,Parent container
matlab.ui.control.Spinner,Position,Location and size of spinner
matlab.ui.control.Spinner,RoundFractionalValues,Rounding of fractional values
matlab.ui.control.Spinner,Step,Quantity by which value is incremented or decremented
matlab.ui.control.Spinner,Tag,Object identifier
matlab.ui.control.Spinner,Tooltip,Tooltip
matlab.ui.control.Spinner,Type,Type of graphics object
matlab.ui.control.Spinner,UpperLimitInclusive,Upper limit inclusiveness
matlab.ui.control.Spinner,UserData,User data
matlab.ui.control.Spinner,Value,Spinner value
matlab.ui.control.Spinner,ValueChangedFcn,Value changed callback
matlab.ui.control.Spinner,ValueChangingFcn,Value changing callback
matlab.ui.control.Spinner,ValueDisplayFormat,Value display format
matlab.ui.control.Spinner,Visible,State of visibility
matlab.ui.control.StateButton,BackgroundColor,Background color
matlab.ui.control.StateButton,BeingDeleted,Deletion status
matlab.ui.control.StateButton,BusyAction,Callback queuing
matlab.ui.control.StateButton,ContextMenu,Context menu
matlab.ui.control.StateButton,CreateFcn,Creation function
matlab.ui.control.StateButton,DeleteFcn,Deletion function
matlab.ui.control.StateButton,Enable,Operational state
matlab.ui.control.StateButton,FontAngle,Font angle
matlab.ui.control.StateButton,FontColor,Font color
matlab.ui.control.StateButton,FontName,Font name
matlab.ui.control.StateButton,FontSize,Font size
matlab.ui.control.StateButton,FontWeight,Font weight
matlab.ui.control.StateButton,HandleVisibility,Visibility of object handle
matlab.ui.control.StateButton,HorizontalAlignment,Horizontal alignment of icon and text
matlab.ui.control.StateButton,Icon,Icon source or file
matlab.ui.control.StateButton,IconAlignment,Location of icon relative to button text
matlab.ui.control.StateButton,InnerPosition,Location and size of button
matlab.ui.control.StateButton,Interruptible,Callback interruption
matlab.ui.control.StateButton,Layout,Layout options
matlab.ui.control.StateButton,OuterPosition,Location and size of button
matlab.ui.control.StateButton,Parent,Parent container
matlab.ui.control.StateButton,Position,Location and size of button
matlab.ui.control.StateButton,Tag,Object identifier
matlab.ui.control.StateButton,Text,Button label
matlab.ui.control.StateButton,Tooltip,Tooltip
matlab.ui.control.StateButton,Type,Type of graphics object
matlab.ui.control.StateButton,UserData,User data
matlab.ui.control.StateButton,Value,Pressed state of button
matlab.ui.control.StateButton,ValueChangedFcn,Value changed callback
matlab.ui.control.StateButton,VerticalAlignment,Vertical alignment of icon and text
matlab.ui.control.StateButton,Visible,State of visibility
matlab.ui.control.StateButton,WordWrap,Word wrapping to fit component width
matlab.ui.control.Switch,BeingDeleted,Deletion status
matlab.ui.control.Switch,BusyAction,Callback queuing
matlab.ui.control.Switch,ContextMenu,Context menu
matlab.ui.control.Switch,CreateFcn,Creation function
matlab.ui.control.Switch,DeleteFcn,Deletion function
matlab.ui.control.Switch,Enable,Operational state
matlab.ui.control.Switch,FontAngle,Font angle
matlab.ui.control.Switch,FontColor,Font color
matlab.ui.control.Switch,FontName,Font name
matlab.ui.control.Switch,FontSize,Font size
matlab.ui.control.Switch,FontWeight,Font weight
matlab.ui.control.Switch,HandleVisibility,Visibility of object handle
matlab.ui.control.Switch,InnerPosition,Inner location and size of switch
matlab.ui.control.Switch,Interruptible,Callback interruption
matlab.ui.control.Switch,Items,Switch options
matlab.ui.control.Switch,ItemsData,Data associated with each element of Items
matlab.ui.control.Switch,Layout,Layout options
matlab.ui.control.Switch,Orientation,Orientation
matlab.ui.control.Switch,OuterPosition,Outer location and size of switch
matlab.ui.control.Switch,Parent,Parent container
matlab.ui.control.Switch,Position,Location and size of switch
matlab.ui.control.Switch,Tag,Object identifier
matlab.ui.control.Switch,Tooltip,Tooltip
matlab.ui.control.Switch,Type,Type of graphics object
matlab.ui.control.Switch,UserData,User data
matlab.ui.control.Switch,Value,Value
matlab.ui.control.Switch,ValueChangedFcn,Value changed callback
matlab.ui.control.Switch,Visible,State of visibility
matlab.ui.control.Table,BackgroundColor,Table background color
matlab.ui.control.Table,BeingDeleted,Deletion status
matlab.ui.control.Table,BusyAction,Callback queuing
matlab.ui.control.Table,ButtonDownFcn,Button-press callback function
matlab.ui.control.Table,CellEditCallback,Cell edit callback function
matlab.ui.control.Table,CellSelectionCallback,Cell selection callback function
matlab.ui.control.Table,Children,Children of table
matlab.ui.control.Table,ColumnEditable,Ability to edit column cells
matlab.ui.control.Table,ColumnFormat,Cell display format
matlab.ui.control.Table,ColumnName,Column names
matlab.ui.control.Table,ColumnSortable,Ability to sort columns
matlab.ui.control.Table,ColumnWidth,Width of table columns
matlab.ui.control.Table,ContextMenu,Context menu
matlab.ui.control.Table,CreateFcn,Creation function
matlab.ui.control.Table,Data,Table data
matlab.ui.control.Table,DeleteFcn,Deletion function
matlab.ui.control.Table,DisplayData,Table data in current display
matlab.ui.control.Table,DisplayDataChangedFcn,Callback when display data changes
matlab.ui.control.Table,Enable,Operational state of table
matlab.ui.control.Table,Extent,Size of enclosing rectangle
matlab.ui.control.Table,FontAngle,Font angle
matlab.ui.control.Table,FontName,Font name
matlab.ui.control.Table,FontSize,Font size
matlab.ui.control.Table,FontUnits,Font unit of measurement
matlab.ui.control.Table,FontWeight,Font weight
matlab.ui.control.Table,ForegroundColor,Cell text color
matlab.ui.control.Table,HandleVisibility,Visibility of object handle
matlab.ui.control.Table,HitTest,Ability to become current object
matlab.ui.control.Table,InnerPosition,Location and size of table
matlab.ui.control.Table,Interruptible,Callback interruption
matlab.ui.control.Table,KeyPressFcn,Key press callback function
matlab.ui.control.Table,KeyReleaseFcn,Key-release callback function
matlab.ui.control.Table,Layout,Layout options
matlab.ui.control.Table,Multiselect,Multiple element selection
matlab.ui.control.Table,OuterPosition,Location and size of table
matlab.ui.control.Table,Parent,Parent container
matlab.ui.control.Table,Position,Location and size of table
matlab.ui.control.Table,RearrangeableColumns,Ability to rearrange table columns
matlab.ui.control.Table,RowName,Row names
matlab.ui.control.Table,RowStriping,Alternate row shading
matlab.ui.control.Table,Selection,Table selection
matlab.ui.control.Table,SelectionChangedFcn,Selection changed callback
matlab.ui.control.Table,SelectionType,Table selection type
matlab.ui.control.Table,StyleConfigurations,Configurations of added styles
matlab.ui.control.Table,Tag,Object identifier
matlab.ui.control.Table,Tooltip,Tooltip
matlab.ui.control.Table,Type,Type of graphics object
matlab.ui.control.Table,Units,Units of measurement
matlab.ui.control.Table,UserData,User data
matlab.ui.control.Table,Visible,State of visibility
matlab.ui.control.TextArea,BackgroundColor,Background color
matlab.ui.control.TextArea,BeingDeleted,Deletion status
matlab.ui.control.TextArea,BusyAction,Callback queuing
matlab.ui.control.TextArea,ContextMenu,Context menu
matlab.ui.control.TextArea,CreateFcn,Creation function
matlab.ui.control.TextArea,DeleteFcn,Deletion function
matlab.ui.control.TextArea,Editable,Editability of text area
matlab.ui.control.TextArea,Enable,Operational state of text area
matlab.ui.control.TextArea,FontAngle,Font angle
matlab.ui.control.TextArea,FontColor,Font color
matlab.ui.control.TextArea,FontName,Font name
matlab.ui.control.TextArea,FontSize,Font size
matlab.ui.control.TextArea,FontWeight,Font weight
matlab.ui.control.TextArea,HandleVisibility,Visibility of object handle
matlab.ui.control.TextArea,HorizontalAlignment,Horizontal alignment of text within text area
